编号,名称,模型,名称方式,备注,抵抗封印等级,封印命中等级,血量加成,伤害加成,法伤加成,速度加成,防御加成,法防加成,治疗能力,固定伤害,AI战斗,门派,主动技能,特技,法宝技能,法宝佩戴,技能,技能目标数,招式特效,武器名称,武器等级,角色,可捕捉,变身数据,变异,特殊变异,饰品显示,饰品颜色,附加阵法,主怪,共生,炫彩,炫彩组
20717,申猴护卫,长眉灵猴,1,天降辰星,0,0,2,1,1,1,1,1,0,0,方式=智能战斗|参数=119|击飞=true|行动=true,,,,,,奔雷咒|地狱烈火|水漫金山|高级水属性吸收|水属性吸收|高级夜战,,,,,真,,,,,,,,,,,
20718,酉鸡,雷鸟人,1,天降辰星,0,0,2,1,1,1,1,1,0,0,方式=智能战斗|参数=119|击飞=true|行动=true,,,,,,奔雷咒|地狱烈火|水漫金山|高级水属性吸收|水属性吸收|高级夜战,,,,,真,,,,,,,,,,,
20719,酉鸡护卫,雷鸟人,1,天降辰星,0,0,2,1,1,1,1,1,0,0,方式=智能战斗|参数=119|击飞=true|行动=true,,,,,,奔雷咒|地狱烈火|水漫金山|高级水属性吸收|水属性吸收|高级夜战,,,,,真,,,,,,,,,,,
20720,戌犬,狼,1,天降辰星,0,0,2,1,1,1,1,1,0,0,方式=智能战斗|参数=119|击飞=true|行动=true,,,,,,奔雷咒|地狱烈火|水漫金山|高级水属性吸收|水属性吸收|高级夜战,,,,,真,,,,,,,,,,,
20721,戌犬护卫,狼,1,天降辰星,0,0,2,1,1,1,1,1,0,0,方式=智能战斗|参数=119|击飞=true|行动=true,,,,,,奔雷咒|地狱烈火|水漫金山|高级水属性吸收|水属性吸收|高级夜战,,,,,真,,,,,,,,,,,
20722,亥猪,野猪,1,天降辰星,0,0,2,1,1,1,1,1,0,0,方式=智能战斗|参数=119|击飞=true|行动=true,,,,,,奔雷咒|地狱烈火|水漫金山|高级水属性吸收|水属性吸收|高级夜战,,,,,真,,,,,,,,,,,
20723,亥猪护卫,野猪,1,天降辰星,0,0,2,1,1,1,1,1,0,0,方式=智能战斗|参数=119|击飞=true|行动=true,,,,,,奔雷咒|地狱烈火|水漫金山|高级水属性吸收|水属性吸收|高级夜战,,,,,真,,,,,,,,,,,
20136,洪福齐天,般若天女,1,传送大使,0,0,2,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,,,,,,奔雷咒|地狱烈火|水漫金山|高级水属性吸收|水属性吸收|高级夜战,,,,,真,,,,,,,,,,,
20137,团员如意,琴仙,1,传送大使,0,0,2,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,,,,,,奔雷咒|地狱烈火|水漫金山|高级水属性吸收|水属性吸收|高级夜战,,,,,真,,,,,,,,,,,
20240,魂殿使者,吸血鬼,1,主怪,0,0,10,3.5,3.5,3,3,3,2,0,方式=智能战斗|参数=119|击飞=true|行动=true,大唐官府|魔王寨|龙宫|女儿村|化生寺|五庄观,,,,,高级夜战|,,,,,,,,,,,,,,,,
20241,使者护卫,吸血鬼,1,喽喽,0,0,10,2.5,2.5,2,2,2,1,0,方式=智能战斗|参数=119|击飞=true|行动=true,大唐官府|魔王寨|龙宫|女儿村|化生寺|五庄观,,,,,高级夜战|,,,,,,,,,,,,,,,,
20242,魂殿殿主,吸血鬼,1,主怪,0,0,10,5,5,4,2,2,0,0,方式=智能战斗|参数=119|击飞=true|行动=true,大唐官府|魔王寨|龙宫|女儿村|化生寺|五庄观,,,,,高级夜战|,,,,,,,,,,,,,,,,
20243,殿主护卫,吸血鬼,1,喽喽,0,0,10,3,3,3,3,3,0,0,方式=智能战斗|参数=119|击飞=true|行动=true,大唐官府|魔王寨|龙宫|女儿村|化生寺|五庄观,,,,,高级夜战|,,,,,,,,,,,,,,,,
20656,传说的知了王,知了王,1,知了王,0,0,10,2.5,2.5,2,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|龙宫|魔王山|五庄观|狮驼岭,,,,,,,,,,,,,,,,,,,,,
20657,知了王护卫,知了王,1,知了王护卫,0,0,8,2,2,1.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|龙宫|魔王山|五庄观|狮驼岭,,,,,,,,,,,,,,,,,,,,,
20123,千年魔王,吸血鬼,1,主怪,0,0,25,3.5,3.5,3,3,3,2,0,方式=智能战斗|参数=119|击飞=true|行动=true,大唐官府|魔王寨|龙宫|女儿村|化生寺|五庄观,,,,,高级夜战|,,,,,,,,,,,,,,,,
20124,魔王喽喽,吸血鬼,1,喽喽,0,0,20,2.5,2.5,2,2,2,1,0,方式=智能战斗|参数=119|击飞=true|行动=true,大唐官府|魔王寨|龙宫|女儿村|化生寺|五庄观,,,,,高级夜战|,,,,,,,,,,,,,,,,
20125,万年魔王,吸血鬼,1,主怪,0,0,35,5,5,4,2,2,0,0,方式=智能战斗|参数=119|击飞=true|行动=true,大唐官府|魔王寨|龙宫|女儿村|化生寺|五庄观,,,,,高级夜战|,,,,,,,,,,,,,,,,
20126,魔王喽喽,吸血鬼,1,喽喽,0,0,28,3,3,3,3,3,0,0,方式=智能战斗|参数=119|击飞=true|行动=true,大唐官府|魔王寨|龙宫|女儿村|化生寺|五庄观,,,,,高级夜战|,,,,,,,,,,,,,,,,
20127,地狱鬼王,吸血鬼|,1,主怪,0,0,20,2.5,2.5,2,3,3,1,0,方式=智能战斗|参数=119|击飞=true|行动=true,大唐官府|魔王寨|龙宫|女儿村|化生寺|五庄观,,,,,高级夜战|,,,,,,,,,,,,,,,,
20128,鬼王护卫,百足将军|吸血鬼|鼠先锋|野猪精,1,喽喽,0,0,15,2,2,1,2,2,1,0,方式=智能战斗|参数=119|击飞=true|行动=true,大唐官府|魔王寨|龙宫|女儿村|化生寺|五庄观,,,,,高级夜战|,,,,,,,,,,,,,,,,
20129,捣乱的年兽,古代瑞兽,1,主怪,0,0,20,2,2,2,2,2,0,0,方式=智能战斗|参数=119|击飞=true|行动=true,大唐官府|龙宫|魔王山|五庄观,,,,,高级夜战|,,,,,,,,真,,,,,,,,
20130,年兽护卫,古代瑞兽,1,喽喽,0,0,16,1.6,1.6,1,1.5,1.5,0,0,方式=智能战斗|参数=119|击飞=true|行动=true,大唐官府|龙宫|魔王山|五庄观,,,,,高级夜战|,,,,,,,,,,,,,,,,
20239,夏日炎炎,进阶雾中仙,1,新手怪,0,0,2,1,1,1,1,1,0,0,方式=智能战斗|参数=119|击飞=true|行动=true,,,,,,奔雷咒|地狱烈火|水漫金山|高级水属性吸收|水属性吸收|高级夜战,,,,,,,,,,,,,,,,
20501,知了先锋,进阶百足将军,1,,0,0,1,1,1,1,1,1,1,0,方式=智能战斗|参数=119|击飞=true|行动=true,大唐官府|魔王寨|龙宫|女儿村|化生寺|五庄观,,,,,高级夜战|,,,,,,,,,,,,,,,,
20502,小蚊子,蜘蛛精,1,,0,0,1,1,1,1,1,1,1,0,方式=智能战斗|参数=119|击飞=true|行动=true,大唐官府|魔王寨|龙宫|女儿村|化生寺|五庄观,,,,,高级夜战|,,,,,,,,,,,,,,,,
20503,花露神女,星灵仙子,1,,0,0,1,1,1,1,1,1,1,0,方式=智能战斗|参数=119|击飞=true|行动=true,大唐官府|魔王寨|龙宫|女儿村|化生寺|五庄观,,,,,高级夜战|,,,,,,,,,,,,,,,,
20504,小蜜蜂,蝴蝶仙子,1,,0,0,1,1,1,1,1,1,1,0,方式=智能战斗|参数=119|击飞=true|行动=true,大唐官府|魔王寨|龙宫|女儿村|化生寺|五庄观,,,,,高级夜战|,,,,,,,,,,,,,,,,
20505,狸,花妖,1,,0,0,1,1,1,1,1,1,1,0,方式=智能战斗|参数=119|击飞=true|行动=true,大唐官府|魔王寨|龙宫|女儿村|化生寺|五庄观,,,,,高级夜战|,,,,,,,,,,,,,,,,
20506,知了小王,知了王,1,,0,0,1,1,1,1,1,1,1,0,方式=智能战斗|参数=119|击飞=true|行动=true,大唐官府|魔王寨|龙宫|女儿村|化生寺|五庄观,,,,,高级夜战|,,,,,,,,,,,,,,,,
20507,军师,巴蛇,1,,0,0,1,1,1,1,1,1,1,0,方式=智能战斗|参数=119|击飞=true|行动=true,大唐官府|魔王寨|龙宫|女儿村|化生寺|五庄观,,,,,高级夜战|,,,,,,,,,,,,,,,,
20508,怒火飓凤,凤凰,1,,0,0,1,1,1,1,1,1,1,0,方式=智能战斗|参数=119|击飞=true|行动=true,大唐官府|魔王寨|龙宫|女儿村|化生寺|五庄观,,,,,高级夜战|,,,,,,,,,,,,,,,,
20509,破斧巨力,犀牛将军人形,1,,0,0,1,1,1,1,1,1,1,0,方式=智能战斗|参数=119|击飞=true|行动=true,大唐官府|魔王寨|龙宫|女儿村|化生寺|五庄观,,,,,高级夜战|,,,,,,,,,,,,,,,,
20510,知了大王,知了王,1,,0,0,1,1,1,1,1,1,1,0,方式=智能战斗|参数=119|击飞=true|行动=true,大唐官府|魔王寨|龙宫|女儿村|化生寺|五庄观,,,,,高级夜战|,,,,,,,,,,,,,,,,
20511,知了刺客,夜罗刹,1,,0,0,10,1,1,1,1,1,1,0,方式=智能战斗|参数=119|击飞=true|行动=true,大唐官府|魔王寨|龙宫|女儿村|化生寺|五庄观,,,,,高级夜战|,,,,,,,,,,,,,,,,
20512,知了法王,混沌兽,1,,0,0,10,1,1,1,1,1,1,0,方式=智能战斗|参数=119|击飞=true|行动=true,大唐官府|魔王寨|龙宫|女儿村|化生寺|五庄观,,,,,高级夜战|,,,,,,,,,,,,,,,,
20513,知了统领,进阶地狱战神,1,,0,0,10,1,1,1,1,1,1,0,方式=智能战斗|参数=119|击飞=true|行动=true,大唐官府|魔王寨|龙宫|女儿村|化生寺|五庄观,,,,,高级夜战|,,,,,,,,,,,,,,,,
20514,知了护卫,鬼将,1,,0,0,10,1,1,1,1,1,1,0,方式=智能战斗|参数=119|击飞=true|行动=true,大唐官府|魔王寨|龙宫|女儿村|化生寺|五庄观,,,,,高级夜战|,,,,,,,,,,,,,,,,
20515,知了雷电,机关鸟,1,,0,0,10,1,1,1,1,1,1,0,方式=智能战斗|参数=119|击飞=true|行动=true,大唐官府|魔王寨|龙宫|女儿村|化生寺|五庄观,,,,,高级夜战|,,,,,,,,,,,,,,,,
20516,千年知了王,知了王,1,,0,0,12,3.5,4.5,3,3,3,2,0,方式=智能战斗|参数=119|击飞=true|行动=true,大唐官府|魔王寨|龙宫|女儿村|化生寺|五庄观,,,,,高级夜战|,,,,,,,,,,,,,,,,
20517,千年老妖,雾中仙,1,,0,0,12,3.5,4.5,3,3,3,2,0,方式=智能战斗|参数=119|击飞=true|行动=true,大唐官府|魔王寨|龙宫|女儿村|化生寺|五庄观,,,,,高级夜战|,,,,,,,,,,,,,,,,
20518,千年野猪精,野猪精,1,,0,0,12,3.5,4.5,3,3,3,2,0,方式=智能战斗|参数=119|击飞=true|行动=true,大唐官府|魔王寨|龙宫|女儿村|化生寺|五庄观,,,,,高级夜战|,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20600,小二守护者,逍遥生,1,大雁塔一层守护神,0,0,30,3,3,3,3,3,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|,,破碎无双|破血狂攻,干将莫邪|,,高级夜战|,,,,150,,,,,,,,天覆阵,,,,
20601,小二跟班,狼,1,大雁塔一层守护神,0,0,30,3,3,3,3,3,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|,,破碎无双|破血狂攻,干将莫邪|,,高级夜战|,,,,150,,,,,,,,,,,,
20602,小二跟班,狼,1,大雁塔一层守护神,0,0,30,3,3,3,3,3,0,0,方式=智能战斗|参数=0|击飞=true|行动=true|回合=1|技能=圣灵之甲,神木林|魔王寨|龙宫|,,,苍白纸人|无魂傀儡,,高级夜战|,,,,150,,,,,,,,,,,,
20603,小二秘书,星灵仙子,1,大雁塔一层守护神,0,100,30,3,3,3,3,3,0,0,方式=智能战斗|参数=0|击飞=true|行动=true|AI类型=辅助,方寸山,,笑里藏刀|流云诀,,,高级夜战|,,,,150,,,,,,,,,,,,
20604,小二秘书,蝴蝶仙子,1,大雁塔一层守护神,100,0,30,3,3,3,3,3,0,0,方式=智能战斗|参数=0|击飞=true|行动=true|AI类型=辅助|回合=8|技能=碎甲术,化生寺,,,,,高级夜战|,,,,150,,,,,,,,,,,,
20605,小二跟屁虫,海毛虫,1,大雁塔一层守护神,0,0,30,3,3,3,3,3,0,0,方式=智能战斗|参数=0|击飞=true|行动=true|AI类型=辅助,五庄观,,破碎无双|破血狂攻,,,高级夜战|,,,,150,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20606,小二守护者,逍遥生,1,大雁塔二层守护神,0,0,6,1.5,1.5,1.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,神木林|魔王寨|龙宫|,,,,,高级反击|反击|高级夜战,,,,,,,,,,,,,,,,
20607,诡秘千疑,狼,1,大雁塔二层守护神,0,0,6,1.5,1.5,1.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|,,,,,高级夜战|,,,,,,,,真,,,,,,,,
20608,小虫虫,海毛虫,1,大雁塔二层守护神,0,0,6,1.5,1.5,1.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|,,,,,高级夜战|,,,,,,,,,,,,,,,,
20609,小虫虫,海毛虫,1,大雁塔二层守护神,0,0,6,1.5,1.5,1.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,神木林|魔王寨|龙宫|,,,,,高级反击|反击|高级夜战,,,,,,,,,,,,,,,,
20610,诡秘千疑,蝴蝶仙子,1,大雁塔二层守护神,0,0,6,1.5,1.5,1.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|,,,,,高级夜战|,,,,,,,,真,,,,,,,,
20611,小虫虫,海毛虫,1,大雁塔二层守护神,0,0,6,1.5,1.5,1.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|,,,,,高级夜战|,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20612,小二守护者,逍遥生,1,大雁塔三层守护神,0,0,7,2,2,2,2,2,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,神木林|魔王寨|龙宫|,,,,,高级反击|反击|高级夜战,,,,,,,,,,,,,,,,
20613,诡秘千疑,狼,1,大雁塔三层守护神,0,0,7,2,2,2,2,2,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|,,,,,高级夜战|,,,,,,,,真,,,,,,,,
20614,小虫虫,海毛虫,1,大雁塔三层守护神,0,0,7,2,2,2,2,2,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|,,,,,高级夜战|,,,,,,,,,,,,,,,,
20615,小虫虫,海毛虫,1,大雁塔三层守护神,0,0,7,2,2,2,2,2,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,神木林|魔王寨|龙宫|,,,,,高级反击|反击|高级夜战,,,,,,,,,,,,,,,,
20616,诡秘千疑,蝴蝶仙子,1,大雁塔三层守护神,0,0,7,2,2,2,2,2,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|,,,,,高级夜战|,,,,,,,,真,,,,,,,,
20617,小虫虫,海毛虫,1,大雁塔三层守护神,0,0,7,2,2,2,2,2,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|,,,,,高级夜战|,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20618,小二守护者,逍遥生,1,大雁塔四层守护神,0,0,30,3,3,3,3,3,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|,,破碎无双|破血狂攻,干将莫邪|,,高级夜战|,,,,150,,,,,,,,天覆阵,,,,
20619,小二跟班,狼,1,大雁塔四层守护神,0,0,30,3,3,3,3,3,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|,,破碎无双|破血狂攻,干将莫邪|,,高级夜战|,,,,150,,,,,,,,,,,,
20620,小二跟班,狼,1,大雁塔四层守护神,0,0,30,3,3,3,3,3,0,0,方式=智能战斗|参数=0|击飞=true|行动=true|回合=1|技能=圣灵之甲,神木林|魔王寨|龙宫|,,,苍白纸人|无魂傀儡,,高级夜战|,,,,150,,,,,,,,,,,,
20621,小二秘书,星灵仙子,1,大雁塔四层守护神,0,100,30,3,3,3,3,3,0,0,方式=智能战斗|参数=0|击飞=true|行动=true|AI类型=辅助,方寸山,,笑里藏刀|流云诀,,,高级夜战|,,,,150,,,,,,,,,,,,
20622,小二秘书,蝴蝶仙子,1,大雁塔四层守护神,100,0,30,3,3,3,3,3,0,0,方式=智能战斗|参数=0|击飞=true|行动=true|AI类型=辅助|回合=8|技能=碎甲术,化生寺,,,,,高级夜战|,,,,150,,,,,,,,,,,,
20623,小二跟屁虫,海毛虫,1,大雁塔四层守护神,0,0,30,3,3,3,3,3,0,0,方式=智能战斗|参数=0|击飞=true|行动=true|AI类型=辅助,五庄观,,破碎无双|破血狂攻,,,高级夜战|,,,,150,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20624,小二守护者,逍遥生,1,大雁塔五层守护神,0,0,50,4,4,4,4,4,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|,,破碎无双|破血狂攻,干将莫邪|,,高级夜战|,,,,150,,,,,,,,天覆阵,,,,
20625,小二跟班,狼,1,大雁塔五层守护神,0,0,50,4,4,4,4,4,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|,,破碎无双|破血狂攻,干将莫邪|,,高级夜战|,,,,150,,,,,,,,,,,,
20626,小二跟班,狼,1,大雁塔五层守护神,0,0,50,4,4,4,4,4,0,0,方式=智能战斗|参数=0|击飞=true|行动=true|回合=1|技能=圣灵之甲,神木林|魔王寨|龙宫|,,,苍白纸人|无魂傀儡,,高级夜战|,,,,150,,,,,,,,,,,,
20627,小二秘书,星灵仙子,1,大雁塔五层守护神,0,100,50,4,4,4,4,4,0,0,方式=智能战斗|参数=0|击飞=true|行动=true|AI类型=辅助,方寸山,,笑里藏刀|流云诀,,,高级夜战|,,,,150,,,,,,,,,,,,
20628,小二秘书,蝴蝶仙子,1,大雁塔五层守护神,100,0,50,4,4,4,4,4,0,0,方式=智能战斗|参数=0|击飞=true|行动=true|AI类型=辅助|回合=8|技能=碎甲术,化生寺,,,,,高级夜战|,,,,150,,,,,,,,,,,,
20629,小二跟屁虫,海毛虫,1,大雁塔五层守护神,0,0,50,4,4,4,4,4,0,0,方式=智能战斗|参数=0|击飞=true|行动=true|AI类型=辅助,五庄观,,破碎无双|破血狂攻,,,高级夜战|,,,,150,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20630,小二守护者,逍遥生,1,大雁塔六层守护神,0,0,70,5,5,5,5,5,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|,,破碎无双|破血狂攻,干将莫邪|,,高级夜战|,,,,150,,,,,,,,天覆阵,,,,
20631,小二跟班,狼,1,大雁塔六层守护神,0,0,70,5,5,5,5,5,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|,,破碎无双|破血狂攻,干将莫邪|,,高级夜战|,,,,150,,,,,,,,,,,,
20632,小二跟班,狼,1,大雁塔六层守护神,0,0,70,5,5,5,5,5,0,0,方式=智能战斗|参数=0|击飞=true|行动=true|回合=1|技能=圣灵之甲,神木林|魔王寨|龙宫|,,,苍白纸人|无魂傀儡,,高级夜战|,,,,150,,,,,,,,,,,,
20633,小二秘书,星灵仙子,1,大雁塔六层守护神,0,100,70,5,5,5,5,5,0,0,方式=智能战斗|参数=0|击飞=true|行动=true|AI类型=辅助,方寸山,,笑里藏刀|流云诀,,,高级夜战|,,,,150,,,,,,,,,,,,
20634,小二秘书,蝴蝶仙子,1,大雁塔六层守护神,100,0,70,5,5,5,5,5,0,0,方式=智能战斗|参数=0|击飞=true|行动=true|AI类型=辅助|回合=8|技能=碎甲术,化生寺,,,,,高级夜战|,,,,150,,,,,,,,,,,,
20635,小二跟屁虫,海毛虫,1,大雁塔六层守护神,0,0,70,5,5,5,5,5,0,0,方式=智能战斗|参数=0|击飞=true|行动=true|AI类型=辅助,五庄观,,破碎无双|破血狂攻,,,高级夜战|,,,,150,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20636,小二守护者,逍遥生,1,大雁塔七层守护神,0,0,80,10,10,10,10,10,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|,,破碎无双|破血狂攻,干将莫邪|,,高级夜战|,,,,150,,,,,,,,天覆阵,,,,
20637,小二跟班,狼,1,大雁塔七层守护神,0,0,80,10,10,10,10,10,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|,,破碎无双|破血狂攻,干将莫邪|,,高级夜战|,,,,150,,,,,,,,,,,,
20638,小二跟班,狼,1,大雁塔七层守护神,0,0,80,10,10,10,10,10,0,0,方式=智能战斗|参数=0|击飞=true|行动=true|回合=1|技能=圣灵之甲,神木林|魔王寨|龙宫|,,,苍白纸人|无魂傀儡,,高级夜战|,,,,150,,,,,,,,,,,,
20639,小二秘书,星灵仙子,1,大雁塔七层守护神,0,100,80,10,10,10,10,10,0,0,方式=智能战斗|参数=0|击飞=true|行动=true|AI类型=辅助,方寸山,,笑里藏刀|流云诀,,,高级夜战|,,,,150,,,,,,,,,,,,
20640,小二秘书,蝴蝶仙子,1,大雁塔七层守护神,100,0,80,10,10,10,10,10,0,0,方式=智能战斗|参数=0|击飞=true|行动=true|AI类型=辅助|回合=8|技能=碎甲术,化生寺,,,,,高级夜战|,,,,150,,,,,,,,,,,,
20641,小二跟屁虫,海毛虫,1,大雁塔七层守护神,0,0,80,10,10,10,10,10,0,0,方式=智能战斗|参数=0|击飞=true|行动=true|AI类型=辅助,五庄观,,破碎无双|破血狂攻,,,高级夜战|,,,,150,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20642,武神坛服战8强,龙太子|虎头怪|剑侠客|神天兵|巨魔王|逍遥生|偃无师,1,武神坛8强,0,0,21,2,2,2,2,2,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|,,破碎无双|破血狂攻,干将莫邪|,,高级夜战|,,,,150,真,,,,,,,天覆阵,,,,
20643,剑指苍穹,取随机怪,1,武神坛8强,0,0,21,2,2,2,2,2,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|,,破碎无双|破血狂攻,干将莫邪|,,高级夜战|,,,,150,,,,,,,,,,,,
20644,踏雪无痕,取随机怪,1,武神坛8强,0,0,21,2,2,2,2,2,0,0,方式=智能战斗|参数=0|击飞=true|行动=true|回合=1|技能=圣灵之甲,神木林|魔王寨|龙宫|,,,苍白纸人|无魂傀儡,,高级夜战|,,,,150,,,,,,,,,,,,
20645,孤影惊鸿,取随机怪,1,武神坛8强,0,100,21,2,2,2,2,2,0,0,方式=智能战斗|参数=0|击飞=true|行动=true|AI类型=辅助,方寸山,,笑里藏刀|流云诀,,,高级夜战|,,,,150,,,,,,,,,,,,
20646,笑傲江湖,取随机怪,1,武神坛8强,100,0,21,2,2,2,2,2,0,0,方式=智能战斗|参数=0|击飞=true|行动=true|AI类型=辅助|回合=8|技能=碎甲术,化生寺,,,,,高级夜战|,,,,150,,,,,,,,,,,,
20647,浮生若梦,取随机怪,1,武神坛8强,0,0,21,2,2,2,2,2,0,0,方式=智能战斗|参数=0|击飞=true|行动=true|AI类型=辅助,五庄观,,破碎无双|破血狂攻,,,高级夜战|,,,,150,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20648,武神坛服战4强,龙太子|虎头怪|剑侠客|神天兵|巨魔王|逍遥生|偃无师,1,武神坛4强,0,0,25,2.5,2.5,2.5,2.5,2.5,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|,,破碎无双|破血狂攻,干将莫邪|,,高级夜战|,,,,150,真,,,,,,,天覆阵,,,,
20649,剑指苍穹,取随机怪,1,武神坛4强,0,0,25,2.5,2.5,2.5,2.5,2.5,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|,,破碎无双|破血狂攻,干将莫邪|,,高级夜战|,,,,150,,,,,,,,,,,,
20650,踏雪无痕,取随机怪,1,武神坛4强,0,0,25,2.5,2.5,2.5,2.5,2.5,0,0,方式=智能战斗|参数=0|击飞=true|行动=true|回合=1|技能=圣灵之甲,神木林|魔王寨|龙宫|,,,苍白纸人|无魂傀儡,,高级夜战|,,,,150,,,,,,,,,,,,
20651,孤影惊鸿,取随机怪,1,武神坛4强,0,100,25,2.5,2.5,2.5,2.5,2.5,0,0,方式=智能战斗|参数=0|击飞=true|行动=true|AI类型=辅助,方寸山,,笑里藏刀|流云诀,,,高级夜战|,,,,150,,,,,,,,,,,,
20652,笑傲江湖,取随机怪,1,武神坛4强,100,0,25,2.5,2.5,2.5,2.5,2.5,0,0,方式=智能战斗|参数=0|击飞=true|行动=true|AI类型=辅助|回合=8|技能=碎甲术,化生寺,,,,,高级夜战|,,,,150,,,,,,,,,,,,
20653,浮生若梦,取随机怪,1,武神坛4强,0,0,25,2.5,2.5,2.5,2.5,2.5,0,0,方式=智能战斗|参数=0|击飞=true|行动=true|AI类型=辅助,五庄观,,破碎无双|破血狂攻,,,高级夜战|,,,,150,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20654,武神坛服战季军,龙太子|虎头怪|剑侠客|神天兵|巨魔王|逍遥生|偃无师,1,武神坛服战季军,0,0,30,3,3,3,3,3,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|,,破碎无双|破血狂攻,干将莫邪|,,高级夜战|,,,,160,真,,,,,,,天覆阵,,,,
20655,剑指苍穹,取随机怪,1,武神坛服战季军,0,0,30,3,3,3,3,3,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|,,破碎无双|破血狂攻,干将莫邪|,,高级夜战|,,,,160,,,,,,,,,,,,
20656,踏雪无痕,取随机怪,1,武神坛服战季军,0,0,30,3,3,3,3,3,0,0,方式=智能战斗|参数=0|击飞=true|行动=true|回合=1|技能=圣灵之甲,神木林|魔王寨|龙宫|,,,苍白纸人|无魂傀儡,,高级夜战|,,,,160,,,,,,,,,,,,
20657,孤影惊鸿,取随机怪,1,武神坛服战季军,0,100,30,3,3,3,3,3,0,0,方式=智能战斗|参数=0|击飞=true|行动=true|AI类型=辅助,方寸山,,笑里藏刀|流云诀,,,高级夜战|,,,,160,,,,,,,,,,,,
20658,笑傲江湖,取随机怪,1,武神坛服战季军,100,0,30,3,3,3,3,3,0,0,方式=智能战斗|参数=0|击飞=true|行动=true|AI类型=辅助|回合=8|技能=碎甲术,化生寺,,,,,高级夜战|,,,,160,,,,,,,,,,,,
